Gender,Age,Occupation,Vintage,Avg_Account_Balance,Is_Lead
Male,46,Self_Employed,61,2045139,0
Male,83,Other,117,1392271,0
Female,30,Salaried,15,983218,0
Female,54,Self_Employed,115,3801777,0
Male,31,Salaried,33,343335,0
Male,29,Salaried,33,642152,0
Male,40,Self_Employed,20,441573,0
Male,63,Other,50,2035883,0
Male,30,Salaried,20,2108961,0
Male,52,Other,110,2089853,0
Female,31,Salaried,15,1422344,0
Male,52,Self_Employed,92,1264440,0
Female,63,Other,103,4598612,1
Female,32,Salaried,32,566129,0
Male,79,Other,86,797635,1
Female,34,Salaried,32,3490597,0
Male,51,Self_Employed,81,1207899,0
Male,28,Salaried,15,519484,0
Male,40,Self_Employed,14,587569,0
Male,49,Other,27,594083,1
Female,27,Other,14,731241,0
Male,24,Salaried,13,3154418,0
Male,42,Self_Employed,69,513592,0
Female,29,Other,31,1150956,0
Female,29,Salaried,21,460459,0
Female,28,Other,14,460459,0
Male,32,Other,31,1045963,1
Female,28,Salaried,13,1024354,0
Male,34,Other,33,1206608,0
Male,47,Self_Employed,75,937428,0
Female,48,Self_Employed,21,694894,1
Male,42,Other,56,1065552,0
Female,46,Self_Employed,33,1250565,0
Male,56,Self_Employed,87,1259848,0
Female,31,Salaried,27,369341,0
Male,27,Self_Employed,20,436553,0
Male,32,Salaried,27,2496138,0
Female,26,Other,14,1612573,1
Female,39,Self_Employed,20,1575166,0
Male,51,Self_Employed,21,4252562,1
Female,55,Self_Employed,86,492410,0
Female,45,Self_Employed,62,548711,1
Male,25,Other,21,863050,1
Male,43,Self_Employed,51,647457,0
Female,31,Salaried,25,453303,0
Male,32,Self_Employed,20,1425459,0
Female,27,Other,14,1519897,0
Male,48,Self_Employed,62,1394024,1
Male,69,Other,110,3723297,0
Female,30,Self_Employed,32,410583,0
Female,51,Self_Employed,115,1725354,1
Female,28,Other,21,1087535,0
Male,49,Self_Employed,21,364597,0
Female,31,Salaried,25,1078243,0
Female,43,Self_Employed,26,1189102,0
Male,47,Self_Employed,117,741494,0
Male,32,Salaried,21,446593,0
Male,26,Salaried,27,639491,0
Male,60,Self_Employed,69,904987,0
Female,62,Other,109,1595262,0
Male,30,Salaried,26,424654,0
Male,26,Salaried,21,755538,0
Female,24,Salaried,14,733119,0
Male,43,Self_Employed,14,594288,0
Male,25,Other,20,535824,0
Female,30,Salaried,26,394189,0
Female,28,Salaried,21,1233540,0
Male,42,Self_Employed,61,472723,0
Female,28,Salaried,21,1079231,0
Male,45,Self_Employed,26,739109,0
Male,73,Other,20,2796442,0
Male,53,Other,68,174181,1
Female,29,Salaried,21,2153212,0
Male,27,Other,25,590675,0
Female,51,Self_Employed,98,780129,0
Female,39,Self_Employed,63,893800,0
Female,29,Other,33,992697,0
Female,27,Salaried,15,482611,0
Female,44,Self_Employed,25,395694,0
Male,47,Self_Employed,49,1170768,0
Male,40,Other,9,578669,1
Female,46,Self_Employed,81,670499,0
Male,29,Self_Employed,13,936814,0
Female,54,Self_Employed,68,700714,0
Male,38,Self_Employed,20,497919,0
Male,57,Self_Employed,129,833983,0
Male,62,Other,43,1096586,0
Female,48,Other,13,2015565,1
Male,27,Salaried,26,672884,0
Female,26,Other,13,2585120,0
Male,26,Salaried,21,1119157,0
Male,26,Salaried,14,1062562,0
Male,30,Other,25,325499,0
Female,62,Other,85,1110631,1
Male,34,Salaried,20,957853,0
Female,31,Other,27,494475,0
Male,52,Self_Employed,104,1446525,1
Male,49,Salaried,92,996088,1
Female,24,Other,15,1479464,0
Female,46,Self_Employed,74,619991,1
Male,46,Self_Employed,9,886769,0
Female,52,Self_Employed,63,1393766,1
Male,54,Self_Employed,122,1220581,0
Female,24,Salaried,13,599521,0
Male,49,Self_Employed,20,1639798,1
Male,61,Self_Employed,39,2115672,1
Male,58,Self_Employed,43,1556850,0
Male,50,Self_Employed,26,1663374,0
Male,44,Salaried,92,785905,1
Male,25,Salaried,13,440941,0
Male,65,Other,91,446424,0
Female,42,Self_Employed,15,833378,0
Male,45,Self_Employed,15,556294,0
Male,37,Self_Employed,15,780458,0
Female,41,Self_Employed,33,720757,1
Female,26,Salaried,15,548952,0
Female,62,Other,97,812214,0
Female,28,Self_Employed,15,474717,0
Male,71,Other,115,1025662,0
Female,66,Other,15,695410,0
Male,53,Self_Employed,109,3074941,1
Male,29,Salaried,31,1379597,0
Male,55,Self_Employed,26,1078484,0
Male,50,Self_Employed,85,469661,0
Female,47,Self_Employed,98,1198981,1
Male,52,Self_Employed,104,1228796,0
Male,63,Other,110,830387,1
Male,72,Other,62,2200694,0
Female,27,Other,14,165771,0
Female,29,Salaried,33,1392956,0
Male,53,Self_Employed,129,1069023,0
Male,46,Self_Employed,31,1295973,0
Female,28,Self_Employed,25,491360,0
Female,27,Other,32,1300788,0
Male,63,Other,93,765364,0
Male,45,Self_Employed,85,1207792,0
Male,59,Self_Employed,86,3293863,0
Female,48,Other,31,619947,1
Male,60,Other,110,1396054,1
Female,31,Salaried,20,1477934,0
Female,27,Self_Employed,19,986031,0
Male,79,Other,63,531027,1
Female,36,Salaried,21,686661,0
Female,30,Salaried,31,966904,0
Male,28,Salaried,14,443309,0
Male,51,Self_Employed,61,988496,0
Female,49,Other,33,700029,1
Male,49,Entrepreneur,111,1103964,1
Female,28,Other,26,605048,0
Female,47,Self_Employed,67,637062,0
Female,76,Other,51,2163937,0
Male,42,Self_Employed,74,941023,0
Female,69,Other,61,2109104,1
Female,43,Entrepreneur,27,1092430,0
Female,61,Self_Employed,13,472999,0
Male,54,Self_Employed,61,492846,0
Male,50,Self_Employed,61,1896972,0
Male,44,Self_Employed,73,676836,0
Female,26,Salaried,26,1373519,0
Male,44,Salaried,74,1622692,1
Female,29,Other,27,693915,0
Female,27,Salaried,14,1313132,0
Male,28,Salaried,33,446646,0
Male,26,Salaried,19,526096,0
Male,50,Other,105,537150,1
Female,54,Self_Employed,50,727343,0
Female,28,Other,21,1061876,0
Male,41,Self_Employed,25,886804,0
Female,58,Other,92,1537038,1
Male,45,Self_Employed,39,904311,0
Male,35,Salaried,32,1331021,0
Male,32,Salaried,19,371325,1
Female,31,Salaried,33,592330,0
Male,33,Other,26,3527862,0
Male,55,Self_Employed,75,1494345,1
Male,48,Self_Employed,91,845678,0
Female,63,Other,45,938674,1
Male,28,Salaried,25,612925,0
Male,60,Other,26,651141,0
Male,47,Self_Employed,37,587764,1
Male,46,Self_Employed,19,1390269,0
Male,61,Self_Employed,103,4262459,1
Male,60,Self_Employed,80,1754003,1
Male,30,Salaried,19,418362,0
Male,75,Other,92,958663,1
Female,50,Self_Employed,93,824220,1
Female,31,Salaried,15,486251,0
Female,36,Salaried,15,740613,0
Male,64,Other,115,481935,0
Male,26,Salaried,13,1238257,0
Male,50,Entrepreneur,69,621228,1
Female,81,Other,56,1721687,0
Female,35,Salaried,14,1092181,1
Male,45,Self_Employed,116,856464,1
Female,79,Other,25,4061497,0
Female,26,Other,13,187896,0
Male,56,Self_Employed,68,575260,0
Male,30,Salaried,20,3267421,0
Female,51,Other,33,566324,0
Male,27,Salaried,20,418086,0
Female,50,Other,73,569439,1
Male,71,Other,69,828705,0
Female,45,Self_Employed,49,1209750,0
Male,60,Self_Employed,97,609694,0
Male,39,Other,25,730850,1
Female,31,Salaried,13,609009,0
Female,63,Other,67,1379304,0
Female,54,Self_Employed,68,1218294,0
Male,35,Self_Employed,15,637569,0
Male,43,Self_Employed,56,1205291,1
Male,60,Self_Employed,91,1007542,1
Female,27,Other,13,783627,0
Male,46,Self_Employed,80,1557989,0
Male,57,Self_Employed,121,197615,0
Male,45,Self_Employed,49,456409,0
Male,37,Salaried,20,1003430,0
Female,28,Salaried,26,1018818,0
Female,30,Other,25,5468596,0
Female,45,Self_Employed,50,1759912,0
Female,39,Salaried,19,547385,1
Male,52,Other,123,1114199,1
Female,29,Salaried,31,2841378,0
Female,32,Salaried,26,586688,0
Male,36,Salaried,26,1015570,0
Female,65,Other,79,2447713,0
Male,26,Salaried,13,843479,0
Male,53,Other,55,1928300,0
Female,52,Self_Employed,51,830752,0
Female,51,Self_Employed,55,460352,0
Female,31,Salaried,27,834054,0
Female,28,Other,19,742802,0
Male,65,Other,14,535050,1
Male,45,Other,38,880432,1
Female,31,Salaried,13,1968341,0
Male,55,Self_Employed,44,390612,0
Male,28,Salaried,14,1689754,0
Male,42,Self_Employed,33,2517338,0
Male,50,Self_Employed,85,843631,1
Male,53,Self_Employed,26,2450615,0
Female,29,Other,19,1047369,0
Male,27,Salaried,19,820170,0
Male,52,Entrepreneur,87,901650,1
Male,49,Self_Employed,92,1125974,1
Female,25,Other,21,439304,0
Female,52,Self_Employed,21,718043,0
Female,31,Salaried,19,840489,0
Male,28,Self_Employed,13,323968,0
Male,39,Self_Employed,63,398105,0
Male,48,Self_Employed,98,1885411,0
Male,51,Other,85,1007453,0
Female,42,Other,33,877718,1
Female,73,Other,79,1623484,0
Male,34,Self_Employed,33,621504,0
Female,48,Other,80,1403280,1
Male,53,Other,91,2077963,1
Female,63,Other,61,1635659,0
Male,31,Salaried,31,661074,0
Female,29,Salaried,25,1081074,0
Male,29,Salaried,33,1407339,0
Female,70,Other,81,603144,0
Female,44,Self_Employed,51,1116398,0
Female,48,Self_Employed,57,837614,0
Female,69,Other,98,1415037,0
Male,52,Self_Employed,91,1107542,1
Female,26,Self_Employed,15,621228,0
Male,50,Other,37,909829,0
Male,47,Self_Employed,75,719867,0
Male,82,Other,92,929898,1
Male,45,Self_Employed,43,965819,1
Female,58,Self_Employed,80,1020456,0
Male,45,Self_Employed,25,814768,0
Female,50,Self_Employed,32,558475,0
Male,36,Self_Employed,31,586198,0
Female,62,Other,14,4043385,0
Male,47,Other,33,1256146,0
Male,33,Salaried,21,619653,0
Male,24,Self_Employed,14,1469229,0
Male,52,Self_Employed,55,517517,1
Male,55,Other,129,2342622,1
Female,52,Self_Employed,62,732763,0
Male,49,Self_Employed,20,655574,0
Male,27,Other,25,1196507,0
Female,26,Self_Employed,19,492748,0
Female,62,Other,75,641245,1
Male,72,Other,55,961529,0
Male,26,Other,19,1090614,0
Female,27,Salaried,15,608786,0
Male,53,Other,68,1276749,0
Male,56,Self_Employed,37,491911,0
Male,64,Other,79,907470,0
Female,61,Self_Employed,57,1681539,1
Male,57,Self_Employed,33,1707714,0
Female,66,Other,32,584115,1
Male,27,Salaried,15,3877382,0
Female,25,Salaried,19,1233121,0
Male,31,Salaried,14,474859,0
Female,34,Salaried,33,1771411,1
Male,55,Self_Employed,69,684463,0
Male,61,Other,56,1058824,0
Male,56,Self_Employed,80,403170,1
Female,30,Salaried,14,693301,0
Female,30,Salaried,25,488218,0
Female,80,Other,85,1523537,0
Female,25,Salaried,19,528668,0
Male,56,Self_Employed,21,1847203,0
Male,66,Other,111,5144591,0
Female,53,Self_Employed,21,909464,0
Male,66,Other,57,777860,0
Female,55,Self_Employed,85,831349,0
Male,58,Other,62,631152,0
Male,54,Self_Employed,63,3828406,1
Male,37,Self_Employed,21,828625,0
Male,28,Salaried,14,379300,0
Female,51,Self_Employed,87,486011,1
Female,53,Self_Employed,99,1866152,1
Male,32,Other,25,1331991,0
Male,73,Other,91,3070019,0
Male,57,Self_Employed,97,1609351,1
Female,36,Other,19,848962,0
Female,36,Self_Employed,26,440185,1
Female,26,Other,21,494439,0
Female,30,Salaried,8,1307329,0
Female,28,Other,21,588574,0
Female,69,Other,91,927860,0
Female,28,Salaried,21,699086,0
Male,55,Self_Employed,85,1511442,1
Female,73,Other,9,361954,0
Female,34,Salaried,32,483074,0
Male,52,Self_Employed,99,496237,1
Female,51,Other,92,824843,0
Male,47,Entrepreneur,80,819974,1
Male,76,Other,85,984340,0
Male,59,Self_Employed,87,508973,0
Female,31,Other,27,659258,0
Male,66,Other,123,227751,0
Male,78,Other,61,440959,0
Female,58,Self_Employed,19,1073295,0
Male,30,Salaried,15,2049750,0
Female,29,Other,26,1001018,0
Female,27,Salaried,15,1355710,0
Male,28,Salaried,20,1866223,0
Female,26,Self_Employed,13,2880654,0
Male,32,Salaried,27,542125,0
Male,32,Salaried,26,727049,0
Male,55,Self_Employed,93,1963010,1
Male,47,Self_Employed,63,709125,1
Male,54,Salaried,50,360868,1
Female,29,Salaried,13,1751217,0
Female,44,Self_Employed,15,706179,0
Female,30,Other,15,1971955,0
Male,72,Other,68,1817317,1
Male,48,Self_Employed,56,1275645,0
Male,81,Other,123,1077389,0
Male,56,Self_Employed,103,704452,0
Female,28,Self_Employed,15,891904,1
Female,59,Self_Employed,123,1136805,0
Male,45,Self_Employed,21,862863,1
Male,34,Other,27,796469,0
Female,38,Self_Employed,99,557211,1
Male,37,Self_Employed,15,2076752,1
Female,26,Other,20,907800,0
Male,57,Self_Employed,32,703634,0
Female,77,Other,98,2555697,0
Female,28,Salaried,14,666218,0
Male,60,Self_Employed,98,1903567,0
Male,56,Other,15,680787,0
Male,44,Self_Employed,43,1922729,0
Male,29,Salaried,15,494875,0
Female,76,Other,67,4082376,0
Female,31,Salaried,25,1222788,0
Male,46,Self_Employed,97,1978318,0
Male,52,Self_Employed,31,540719,0
Male,30,Other,13,1128324,0
Male,54,Self_Employed,74,318869,0
Male,55,Self_Employed,21,265309,0
Female,55,Self_Employed,103,747973,0
Male,68,Other,91,734098,1
Male,33,Salaried,32,1196907,0
Female,81,Other,69,1815244,0
Male,35,Self_Employed,14,1061120,0
Male,55,Self_Employed,74,1283994,1
Female,28,Salaried,32,3767565,0
Male,52,Self_Employed,128,315246,0
Female,44,Self_Employed,26,425491,0
Male,41,Self_Employed,73,732069,0
Female,26,Salaried,14,574005,0
Male,63,Salaried,115,1166745,1
Male,48,Salaried,81,1433309,1
Male,31,Salaried,32,416600,0
Male,38,Self_Employed,33,623703,0
Male,79,Other,115,2351130,0
Male,55,Self_Employed,56,1020429,0
Female,30,Salaried,26,970607,0
Female,30,Salaried,27,480074,0
Female,25,Self_Employed,19,568727,0
Female,63,Other,33,893026,0
Female,28,Salaried,26,522447,0
Male,52,Self_Employed,63,1320128,0
Male,29,Salaried,21,1056269,0
Female,40,Self_Employed,62,1764425,0
Male,28,Salaried,25,1614317,0
Female,35,Salaried,20,787792,1
Female,57,Self_Employed,92,1185408,1
Male,40,Self_Employed,19,464793,0
Male,54,Other,128,1589103,1
Female,35,Salaried,32,1984611,0
Male,27,Salaried,26,451612,0
Female,49,Other,81,634641,0
Male,30,Salaried,21,878616,0
Female,28,Salaried,13,335538,0
Male,31,Other,26,991931,0
Female,28,Salaried,13,1727294,0
Male,70,Other,44,702770,0
Male,37,Self_Employed,61,1128733,0
Male,47,Self_Employed,37,429870,0
Female,26,Salaried,15,1030869,0
Male,54,Self_Employed,97,2737595,0
Female,28,Salaried,20,560584,0
Male,46,Other,103,3359269,0
Male,31,Salaried,31,836288,0
Female,25,Other,20,400010,0
Female,41,Self_Employed,38,993702,0
Female,44,Self_Employed,49,604078,0
Male,31,Other,27,495703,0
Female,59,Other,32,982355,0
Male,82,Other,13,759009,0
Male,45,Self_Employed,92,1317965,0
Female,40,Self_Employed,80,1543651,0
Male,36,Self_Employed,20,591351,0
Male,65,Other,92,929996,1
Male,31,Other,25,583777,0
Male,51,Self_Employed,7,527022,0
Male,29,Salaried,33,755414,0
Male,67,Other,117,1467084,0
Male,38,Salaried,80,1156715,1
Male,30,Other,32,624646,0
Male,69,Other,79,1487804,0
Female,49,Salaried,68,897173,1
Male,52,Other,50,1215348,0
Female,54,Self_Employed,104,1792077,0
Male,43,Other,69,2085661,1
Female,43,Self_Employed,43,1612172,0
Male,47,Self_Employed,27,877335,0
Female,27,Self_Employed,21,833031,0
Female,50,Self_Employed,21,410005,0
Female,61,Self_Employed,69,1659298,0
Male,51,Self_Employed,67,489927,0
Female,24,Salaried,15,895010,0
Female,26,Salaried,20,1034197,0
Female,60,Self_Employed,27,522207,0
Male,68,Other,68,1419443,0
Female,39,Self_Employed,15,1169638,1
Male,31,Salaried,32,486358,0
Male,27,Other,25,636661,0
Male,44,Other,13,431240,0
Female,35,Salaried,25,2142488,0
Female,43,Self_Employed,19,342872,1
Male,57,Self_Employed,86,635940,0
Male,47,Self_Employed,110,799647,1
Male,50,Entrepreneur,63,1931860,1
Female,36,Other,19,1097574,0
Female,58,Self_Employed,121,1291185,1
Male,44,Other,86,1442698,1
Female,27,Salaried,26,1139093,0
Male,40,Self_Employed,15,532157,1
Female,42,Self_Employed,15,846594,0
Male,29,Salaried,14,1062019,0
Female,81,Other,62,2584337,0
Male,49,Other,15,568781,0
Female,61,Self_Employed,69,913602,0
Male,47,Self_Employed,105,553241,1
Female,42,Self_Employed,13,1175823,0
Male,42,Self_Employed,38,1058868,1
Male,59,Self_Employed,63,846790,0
Male,50,Self_Employed,103,1779786,1
Female,31,Other,25,894147,0
Female,30,Other,32,672430,0
Female,49,Other,93,530021,1
Female,29,Salaried,33,1296552,0
Male,45,Self_Employed,51,624833,0
Male,30,Salaried,26,351060,0
Male,66,Other,31,2540202,0
Female,32,Salaried,21,641538,0
Female,31,Salaried,20,793390,0
Female,27,Other,21,787650,0
Male,66,Other,56,2717321,0
Male,43,Self_Employed,56,1969009,0
Male,82,Other,61,522590,0
Male,44,Salaried,75,955290,1
Male,30,Salaried,26,1166736,0
Male,43,Self_Employed,63,979418,0
Female,32,Other,19,309328,0
Male,45,Other,92,1014680,1
Male,39,Self_Employed,19,850039,1
Female,27,Other,13,1332445,0
Female,31,Salaried,15,1489966,0
Male,33,Salaried,20,761368,1
Female,48,Self_Employed,92,1502613,1
Male,63,Other,111,907853,0
Male,39,Self_Employed,38,1072725,0
Male,82,Other,93,861475,1
Female,39,Other,21,576773,0
Male,24,Salaried,13,909473,0
Male,45,Self_Employed,87,425695,1
Male,67,Other,135,7949165,0
Male,30,Salaried,27,615915,0
Female,39,Self_Employed,69,1800719,1
Female,81,Other,128,1530622,0
Male,77,Other,127,998749,0
Male,31,Salaried,27,937979,0
Male,28,Salaried,14,976686,0
Male,64,Other,98,317694,0
Male,75,Other,32,3574765,0
Female,26,Salaried,19,248532,0
Female,28,Salaried,15,1029471,0
Female,35,Other,32,592143,0
Male,26,Salaried,14,515799,0
Male,53,Self_Employed,20,787285,0
Male,50,Salaried,81,1599801,1
Male,29,Salaried,27,1076428,0
Male,61,Self_Employed,85,1073188,1
Male,50,Self_Employed,97,2092336,1
Male,44,Other,56,1613080,0
Female,59,Self_Employed,62,1057729,0
Male,57,Other,69,2498612,0
Female,26,Other,13,1363195,0
Male,60,Self_Employed,57,1025911,0
Female,30,Salaried,20,590568,0
Female,47,Self_Employed,91,2119446,0
Male,28,Salaried,31,833369,0
Male,83,Other,32,2020139,0
Male,41,Self_Employed,37,619395,0
Male,53,Self_Employed,86,846123,0
Female,28,Salaried,26,940409,0
Male,28,Salaried,33,1095501,0
Female,26,Self_Employed,14,633101,0
Male,32,Self_Employed,21,1124301,0
Male,54,Salaried,129,1560134,1
Male,38,Self_Employed,14,1006251,1
Female,51,Self_Employed,127,1899856,0
Female,32,Self_Employed,31,316332,0
Male,26,Salaried,21,568905,0
Female,26,Salaried,20,2146181,0
Male,49,Self_Employed,97,1467574,1
Female,30,Salaried,27,851356,0
Female,53,Other,15,1801716,1
Male,28,Salaried,25,670819,0
Female,27,Other,25,922591,0
Male,32,Salaried,21,642855,0
Female,52,Self_Employed,121,785175,0
Female,48,Entrepreneur,104,2749023,0
Male,57,Self_Employed,67,646593,0
Female,32,Other,31,669911,0
Male,24,Salaried,13,448390,1
Female,45,Self_Employed,75,442534,0
Male,25,Salaried,14,2969894,0
Male,28,Salaried,15,2134193,0
Male,41,Self_Employed,13,446673,1
Male,44,Self_Employed,21,967732,0
Male,64,Other,110,704319,0
Female,51,Other,13,506062,0
Male,51,Self_Employed,38,1669764,0
Female,30,Salaried,31,591129,0
Male,46,Self_Employed,51,1659494,0
Male,62,Other,45,3106393,0
Female,25,Self_Employed,14,720490,0
Female,26,Salaried,20,909455,0
Female,55,Self_Employed,63,1200129,1
Male,63,Other,87,451265,0
Male,40,Salaried,27,2357966,0
Male,43,Self_Employed,31,786742,1
Female,61,Self_Employed,97,1166024,1
Female,40,Self_Employed,13,994646,0
Male,37,Salaried,27,5224024,1
Female,31,Other,32,544751,0
Female,55,Self_Employed,44,368379,0
Female,34,Other,31,594439,0
Female,56,Other,49,342934,1
Male,31,Salaried,31,2773622,0
Female,59,Other,68,1086360,0
Male,29,Salaried,32,2160822,0
Female,48,Self_Employed,21,1037464,1
Female,26,Salaried,19,644991,0
Female,28,Self_Employed,25,1335845,0
Male,29,Self_Employed,19,704799,0
Male,41,Self_Employed,74,797270,0
Female,26,Salaried,13,1620903,0
Female,44,Self_Employed,33,756526,0
Female,59,Self_Employed,61,5961264,0
Male,48,Other,15,643550,0
Male,50,Self_Employed,37,1286931,0
Male,49,Self_Employed,63,664972,0
Male,55,Self_Employed,116,2139649,0
Male,43,Other,13,2405714,1
Female,27,Self_Employed,31,860202,0
Male,28,Other,20,807630,0
Male,41,Entrepreneur,67,1569568,1
Male,49,Self_Employed,74,2105748,0
Male,30,Salaried,26,370587,1
Male,63,Other,14,464010,0
Male,41,Self_Employed,67,289339,0
Male,32,Salaried,32,1794293,0
Male,43,Other,49,506347,0
Male,51,Self_Employed,109,1142644,1
Male,43,Self_Employed,9,381249,0
Female,63,Salaried,19,1259821,1
Male,29,Salaried,19,350161,0
Female,27,Other,19,517419,0
Female,30,Salaried,21,1320599,0
Female,42,Self_Employed,25,1990983,0
Female,65,Other,51,936992,0
Male,63,Other,116,2710770,0
Male,65,Other,50,828794,0
Male,55,Self_Employed,57,927362,0
Female,69,Other,129,6940843,0
Female,30,Salaried,21,247571,0
Female,36,Salaried,26,765862,0
Male,27,Salaried,32,686172,0
Male,54,Self_Employed,67,1056661,0
Male,82,Other,81,888442,0
Female,56,Self_Employed,91,1876912,1
Female,33,Salaried,31,590604,0
Female,37,Salaried,19,785496,0
Male,30,Salaried,26,696522,0
Male,46,Self_Employed,99,1026979,0
Male,30,Self_Employed,20,372643,0
Female,30,Salaried,19,347438,0
Female,28,Salaried,31,1554812,0
Male,49,Self_Employed,14,1503388,1
Female,28,Salaried,27,440283,0
Male,50,Self_Employed,91,1024657,0
Male,55,Self_Employed,15,703135,1
Female,28,Other,14,1219914,0
Female,30,Salaried,20,721362,0
Male,43,Self_Employed,68,1537056,0
Female,28,Salaried,31,1093712,0
Male,28,Salaried,19,1043587,0
Male,74,Other,56,716183,0
Female,26,Salaried,15,622403,0
Male,60,Self_Employed,110,1247326,1
Male,36,Self_Employed,74,1341906,0
Male,27,Salaried,19,322384,1
Female,69,Other,75,1591498,1
Female,31,Salaried,25,522385,0
Male,66,Other,129,6328950,0
Male,61,Self_Employed,75,1496802,0
Female,48,Self_Employed,62,811163,0
Male,61,Self_Employed,62,892225,0
Male,56,Self_Employed,55,1269469,0
Male,51,Self_Employed,69,5293088,0
Female,39,Self_Employed,19,542330,1
Male,61,Other,85,1030691,1
Male,28,Self_Employed,14,1771242,0
Male,51,Self_Employed,115,1049906,1
Female,27,Salaried,14,2675420,0
Male,47,Other,21,591173,0
Male,49,Salaried,91,1855970,1
Female,37,Salaried,32,2057306,0
Female,43,Entrepreneur,31,687756,1
Male,25,Salaried,21,575402,0
Male,27,Salaried,14,1016371,0
Male,65,Other,87,1082676,0
Male,52,Self_Employed,75,1237197,0
Male,39,Self_Employed,25,2115610,0
Female,27,Salaried,19,1239209,0
Male,42,Other,62,1049176,0
Male,40,Self_Employed,38,3402701,0
Male,28,Self_Employed,26,828839,0
Female,49,Self_Employed,79,542722,0
Female,33,Self_Employed,31,6666278,0
Male,30,Self_Employed,25,595045,0
Female,32,Salaried,31,351897,1
Male,80,Other,93,1278120,1
Male,71,Other,56,341653,0
Male,45,Self_Employed,25,1143151,1
Female,33,Other,31,822128,0
Male,30,Salaried,27,1540990,1
Female,33,Other,21,3251392,1
Male,36,Salaried,25,1136779,0
Male,59,Other,68,572127,0
Female,29,Salaried,25,1585312,0
Female,57,Self_Employed,39,1096035,0
Female,50,Self_Employed,81,1609458,0
Male,72,Other,103,1307499,0
Female,27,Salaried,21,527333,0
Female,53,Self_Employed,56,3285319,1
Female,26,Salaried,14,1056136,0
Male,66,Other,68,1865520,0
Female,28,Other,20,927566,0
Female,28,Salaried,14,599957,0
Male,40,Self_Employed,75,1447344,0
Male,43,Self_Employed,62,488957,0
Female,29,Salaried,27,525322,0
Male,33,Other,32,528081,0
Male,61,Self_Employed,91,1471979,1
Female,25,Salaried,21,293281,1
Male,64,Salaried,91,539526,1
Female,28,Other,13,838655,0
Female,30,Other,13,2279209,0
Male,51,Other,87,543736,1
Male,61,Self_Employed,67,1368944,0
Male,38,Self_Employed,45,1253137,0
Male,42,Self_Employed,98,1212162,1
Female,36,Self_Employed,14,304184,0
Male,49,Entrepreneur,44,1429624,1
Female,29,Salaried,14,610317,0
Female,32,Other,19,932906,0
Female,42,Self_Employed,13,1154561,0
Female,28,Salaried,20,842367,0
Female,47,Self_Employed,99,1247557,1
Male,29,Salaried,15,1147592,0
Female,28,Salaried,13,388698,0
Male,29,Salaried,31,861573,0
Female,85,Other,73,576933,1
Female,48,Self_Employed,37,1138069,0
Male,58,Self_Employed,99,753207,1
Male,47,Self_Employed,56,892616,0
Female,57,Other,74,289668,1
Female,81,Other,85,713192,0
Male,26,Salaried,21,792981,0
Male,52,Self_Employed,14,457913,0
Female,26,Salaried,13,2953740,0
Female,27,Salaried,33,441012,1
Male,67,Other,25,1402755,1
Male,39,Self_Employed,91,1461148,0
Male,40,Other,21,1898378,0
Male,32,Other,32,1055904,0
Female,28,Salaried,14,507584,0
Female,30,Other,27,834633,0
Male,32,Salaried,27,900146,0
Male,41,Other,63,804346,1
Male,50,Self_Employed,110,2014016,1
Male,52,Self_Employed,56,455475,0
Male,56,Self_Employed,25,637044,0
Male,49,Self_Employed,104,614420,0
Female,57,Other,44,3205788,0
Female,34,Salaried,33,789581,0
Female,34,Salaried,31,651195,0
Female,48,Self_Employed,97,3652649,1
Male,32,Salaried,21,1006501,0
Female,24,Salaried,14,988149,0
Female,83,Other,92,479950,0
Female,46,Entrepreneur,62,610032,1
Female,63,Other,33,2239133,1
Male,67,Other,68,997583,0
Male,38,Self_Employed,20,724949,0
Female,42,Self_Employed,20,957871,1
Male,32,Salaried,33,583279,0
Female,26,Salaried,27,2831205,0
Female,41,Self_Employed,68,2312949,0
Male,27,Salaried,26,829257,0
Male,35,Salaried,25,831277,0
Female,45,Other,26,597528,0
Male,78,Other,91,2826195,1
Male,28,Salaried,26,568558,0
Male,58,Self_Employed,110,1190446,0
Female,35,Other,21,608092,1
Female,54,Self_Employed,98,2875999,0
Female,64,Other,73,3584288,0
Female,28,Salaried,19,1067065,0
Male,36,Self_Employed,20,1016015,0
Female,27,Salaried,15,383073,0
Female,28,Other,15,464686,0
Female,48,Other,86,727041,0
Male,25,Salaried,20,976036,0
Male,33,Other,31,4302384,0
Male,30,Other,31,1075520,0
Female,30,Salaried,14,261740,0
Male,42,Self_Employed,55,3661397,1
Female,51,Self_Employed,20,755191,1
Female,70,Other,91,871425,0
Male,43,Self_Employed,61,366840,0
Female,47,Self_Employed,13,1069646,0
Female,60,Self_Employed,81,388538,0
Female,48,Self_Employed,15,712471,1
Female,48,Self_Employed,8,925217,0
Female,43,Salaried,75,1012579,1
Male,31,Salaried,33,759784,1
Female,51,Self_Employed,87,749931,0
Female,57,Other,39,2898320,0
Male,31,Other,33,995215,0
Male,48,Self_Employed,74,505600,1
Female,53,Self_Employed,15,2105241,0
Male,50,Self_Employed,13,3278688,0
Male,44,Self_Employed,93,2211098,1
Female,42,Other,27,775795,0
Female,45,Other,31,2054618,1
Male,32,Salaried,33,1402346,0
Male,69,Other,129,1358148,1
